TrH2_TrispH2_004461-RA	HoiH23_PlH23_009112-RA
HoiH23_PlH23_002841	Tadh_wf_g6972
HoiH23_PlH23_002841	TrH2_TrispH2_000571
HoiH23_PlH23_002841	Hhon_g00118.t1
Hhon_g00118.t1	TrH2_TrispH2_000571
Hhon_g00119.t1	TrH2_TrispH2_000570
HoiH23_PlH23_002842	Hhon_g00119.t1
HoiH23_PlH23_002842	Tadh_TriadG34553
HoiH23_PlH23_002842	Tadh_TriadG63335
HoiH23_PlH23_002842	TrH2_TrispH2_000570
Tadh_TriadG63335	Hhon_g00119.t1
Tadh_TriadG34553	Hhon_g00119.t1
HoiH23_PlH23_002843	Hhon_g00120.t1
HoiH23_PlH23_002843	TrH2_TrispH2_000569
HoiH23_PlH23_002843	Tadh_TriadG58099
Tadh_TriadG58099	Hhon_g00120.t1
Tadh_TriadG58099	TrH2_TrispH2_000569
Hhon_g00120.t1	TrH2_TrispH2_000569
Hhon_g00121.t1	TrH2_TrispH2_000568
Tadh_TriadG27553	TrH2_TrispH2_000568
Tadh_TriadG27553	Hhon_g00121.t1
HoiH23_PlH23_002844	TrH2_TrispH2_000568
HoiH23_PlH23_002844	Tadh_TriadG27553
HoiH23_PlH23_002844	Hhon_g00121.t1
Hhon_g00123.t1	TrH2_TrispH2_000566
Tadh_TriadG27686	TrH2_TrispH2_000566
Tadh_TriadG27686	Hhon_g00123.t1
HoiH23_PlH23_002846	TrH2_TrispH2_000566
HoiH23_PlH23_002846	Hhon_g00123.t1
HoiH23_PlH23_002846	Tadh_TriadG27686
HoiH23_PlH23_002847	Tadh_TriadG50496
HoiH23_PlH23_002847	TrH2_TrispH2_000565
HoiH23_PlH23_002847	Hhon_g00124.t1
Tadh_TriadG50496	TrH2_TrispH2_000565
Tadh_TriadG50496	Hhon_g00124.t1
Hhon_g00124.t1	TrH2_TrispH2_000565
Hhon_g03528.t1	TrH2_TrispH2_001422
Tadh_TriadG27944	Hhon_g03528.t1
Tadh_TriadG27944	TrH2_TrispH2_001422
HoiH23_PlH23_010406	Hhon_g03528.t1
HoiH23_PlH23_010406	TrH2_TrispH2_001422
HoiH23_PlH23_010406	Tadh_TriadG27944
HoiH23_PlH23_010408	Hhon_g03529.t1
HoiH23_PlH23_010408	TrH2_TrispH2_001424
HoiH23_PlH23_010408	Tadh_TriadG57880
Tadh_TriadG57880	TrH2_TrispH2_001424
Tadh_TriadG57880	Hhon_g03529.t1
Hhon_g03529.t1	TrH2_TrispH2_001424
Hhon_g03529.t1	TrH2_TrispH2_001423
Tadh_TriadG28065	Hhon_g03529.t1
Tadh_TriadG28065	TrH2_TrispH2_001423
HoiH23_PlH23_010407	Hhon_g03529.t1
HoiH23_PlH23_010407	Tadh_TriadG28065
HoiH23_PlH23_010407	TrH2_TrispH2_001423
Hhon_g05238.t1	TrH2_TrispH2_001739
HoiH23_PlH23_009593	Hhon_g05238.t1
HoiH23_PlH23_009593	Tadh_TriadG24643
HoiH23_PlH23_009593	TrH2_TrispH2_001739
Tadh_TriadG24643	Hhon_g05238.t1
Tadh_TriadG24643	TrH2_TrispH2_001739
Hhon_g05237.t1	TrH2_TrispH2_001740
Tadh_TriadG50137	Hhon_g05237.t1
Tadh_TriadG50137	TrH2_TrispH2_001740
HoiH23_PlH23_009594	Hhon_g05237.t1
HoiH23_PlH23_009594	Tadh_TriadG50137
HoiH23_PlH23_009594	TrH2_TrispH2_001740
Hhon_g07502.t1	TrH2_TrispH2_002406
HoiH23_PlH23_010968	TrH2_TrispH2_002406
HoiH23_PlH23_010968	Tadh_TriadG26155
HoiH23_PlH23_010968	Hhon_g07502.t1
Tadh_TriadG26155	TrH2_TrispH2_002406
Tadh_TriadG26155	Hhon_g07502.t1
Tadh_TriadG57068	TrH2_TrispH2_002405
Tadh_TriadG57068	Hhon_g07501.t1
Hhon_g07501.t1	TrH2_TrispH2_002405
HoiH23_PlH23_010969	Tadh_TriadG57068
HoiH23_PlH23_010969	TrH2_TrispH2_002405
HoiH23_PlH23_010969	Hhon_g07501.t1
Hhon_g08534.t1	Hhon_g04227.t1
Hhon_g08534.t1	TrH2_TrispH2_007462
Hhon_g04227.t1	TrH2_TrispH2_007462
Tadh_TriadG51193	Hhon_g08534.t1
Tadh_TriadG51193	Hhon_g04227.t1
Tadh_TriadG51193	TrH2_TrispH2_007462
HoiH23_PlH23_003986	Hhon_g08534.t1
HoiH23_PlH23_003986	Hhon_g04227.t1
HoiH23_PlH23_003986	Tadh_TriadG51193
HoiH23_PlH23_003986	TrH2_TrispH2_007462
Hhon_g04224.t1	TrH2_TrispH2_007465
HoiH23_PlH23_003988	Hhon_g04224.t1
HoiH23_PlH23_003988	Hhon_g08537.t1
HoiH23_PlH23_003988	TrH2_TrispH2_007465
HoiH23_PlH23_003988	Tadh_TriadG62266
Tadh_TriadG62266	Hhon_g04224.t1
Tadh_TriadG62266	Hhon_g08537.t1
Tadh_TriadG62266	TrH2_TrispH2_007465
Hhon_g08537.t1	Hhon_g04224.t1
Hhon_g08537.t1	TrH2_TrispH2_007465
Tadh_TriadG62267	TrH2_TrispH2_007466
Tadh_TriadG62267	Hhon_g08538.t1
Tadh_TriadG62267	Hhon_g04223.t1
Hhon_g04223.t1	TrH2_TrispH2_007466
Hhon_g08538.t1	TrH2_TrispH2_007466
Hhon_g08538.t1	Hhon_g04223.t1
HoiH23_PlH23_003989	TrH2_TrispH2_007466
HoiH23_PlH23_003989	Tadh_TriadG62267
HoiH23_PlH23_003989	Hhon_g08538.t1
HoiH23_PlH23_003989	Hhon_g04223.t1
HoiH23_PlH23_003990	Hhon_g04222.t1
HoiH23_PlH23_003990	Hhon_g08539.t1
Hhon_g08539.t1	Hhon_g04222.t1
Tadh_TriadG62268	Hhon_g04221.t1
Tadh_TriadG62268	Hhon_g08540.t1
Hhon_g08540.t1	TrH2_TrispH2_007467
Hhon_g08540.t1	Hhon_g04221.t1
Hhon_g04221.t1	TrH2_TrispH2_007467
HoiH23_PlH23_003991	Tadh_TriadG62268
HoiH23_PlH23_003991	TrH2_TrispH2_007467
HoiH23_PlH23_003991	Hhon_g04221.t1
HoiH23_PlH23_003991	Hhon_g08540.t1
HoiH23_PlH23_003991	Tadh_TriadG62269
HoiH23_PlH23_003991	Hhon_g08541.t1
HoiH23_PlH23_003991	Hhon_g04220.t1
HoiH23_PlH23_003991	TrH2_TrispH2_007468
Tadh_TriadG62269	Hhon_g04221.t1
Tadh_TriadG62269	Hhon_g08540.t1
Tadh_TriadG62269	Hhon_g04220.t1
Tadh_TriadG62269	Hhon_g08541.t1
Tadh_TriadG62269	TrH2_TrispH2_007468
Tadh_TriadG62269	TrH2_TrispH2_007467
Hhon_g08541.t1	Hhon_g04220.t1
Hhon_g08541.t1	TrH2_TrispH2_007468
Hhon_g04220.t1	TrH2_TrispH2_007468
HoiH23_PlH23_003992	TrH2_TrispH2_007469
HoiH23_PlH23_003992	Tadh_TriadG62270
HoiH23_PlH23_003992	Hhon_g04219.t1
Tadh_TriadG62270	TrH2_TrispH2_007469
Tadh_TriadG62270	Hhon_g04219.t1
Hhon_g04219.t1	TrH2_TrispH2_007469
Hhon_g04218.t1	TrH2_TrispH2_007470
Tadh_TriadG62271	TrH2_TrispH2_007470
Tadh_TriadG62271	Hhon_g04218.t1
HoiH23_PlH23_003993	TrH2_TrispH2_007470
HoiH23_PlH23_003993	Tadh_TriadG62271
HoiH23_PlH23_003993	Hhon_g04218.t1
Hhon_g09620.t1	TrH2_TrispH2_007453
Tadh_TriadG62253	Hhon_g09620.t1
Tadh_TriadG62253	TrH2_TrispH2_007453
HoiH23_PlH23_003998	Hhon_g09620.t1
HoiH23_PlH23_003998	TrH2_TrispH2_007453
HoiH23_PlH23_003998	Tadh_TriadG62253
HoiH23_PlH23_003999	Hhon_g09621.t1
HoiH23_PlH23_003999	Tadh_TriadG33802
HoiH23_PlH23_003999	TrH2_TrispH2_007452
Hhon_g09621.t1	TrH2_TrispH2_007452
Tadh_TriadG33802	Hhon_g09621.t1
Tadh_TriadG33802	TrH2_TrispH2_007452
HoiH23_PlH23_004000	Tadh_TriadG33791
HoiH23_PlH23_004000	TrH2_TrispH2_007451
HoiH23_PlH23_004000	Tadh_TriadG33799
HoiH23_PlH23_004000	Tadh_TriadG33765
HoiH23_PlH23_004000	TrH2_TrispH2_007450
Tadh_TriadG33799	TrH2_TrispH2_007451
Tadh_TriadG33765	TrH2_TrispH2_007450
HoiH23_PlH23_004001	Hhon_g09623.t1
HoiH23_PlH23_004001	TrH2_TrispH2_007447
HoiH23_PlH23_004001	Tadh_TriadG38523
Tadh_TriadG38523	Hhon_g09623.t1
Tadh_TriadG38523	TrH2_TrispH2_007447
Hhon_g09623.t1	TrH2_TrispH2_007447
Tadh_TriadG33784	TrH2_TrispH2_007445
Tadh_TriadG33784	Hhon_g09627.t1
HoiH23_PlH23_004006	Tadh_TriadG33784
HoiH23_PlH23_004006	TrH2_TrispH2_007445
HoiH23_PlH23_004006	Hhon_g09627.t1
HoiH23_PlH23_004006	Tadh_TriadG62244
Hhon_g09627.t1	TrH2_TrispH2_007445
Tadh_TriadG62244	Hhon_g09627.t1
Hhon_g09628.t1	TrH2_TrispH2_007444
Tadh_TriadG62405	Hhon_g09628.t1
Tadh_TriadG62243	TrH2_TrispH2_007444
Tadh_TriadG62243	Hhon_g09628.t1
HoiH23_PlH23_004008	Hhon_g09628.t1
HoiH23_PlH23_004008	Tadh_TriadG62405
HoiH23_PlH23_004008	TrH2_TrispH2_007444
HoiH23_PlH23_004008	Tadh_TriadG62243
Tadh_TriadG34308	TrH2_TrispH2_007443
Tadh_TriadG34308	Hhon_g09629.t1
HoiH23_PlH23_004009	TrH2_TrispH2_007443
HoiH23_PlH23_004009	Tadh_TriadG34308
HoiH23_PlH23_004009	Tadh_TriadG33822
HoiH23_PlH23_004009	Hhon_g09629.t1
Hhon_g09629.t1	TrH2_TrispH2_007443
Tadh_TriadG33822	Hhon_g09629.t1
HoiH23_PlH23_004010	TrH2_TrispH2_007550
HoiH23_PlH23_004010	TrH2_TrispH2_012231
HoiH23_PlH23_004010	Tadh_TriadG6502
HoiH23_PlH23_004010	Tadh_wf_g11829
HoiH23_PlH23_004010	Tadh_TriadG62076
Tadh_wf_g11829	TrH2_TrispH2_007550
Tadh_TriadG6502	TrH2_TrispH2_012231
Hhon_g09631.t1	TrH2_TrispH2_007551
HoiH23_PlH23_004011	Tadh_TriadG62077
HoiH23_PlH23_004011	TrH2_TrispH2_007551
HoiH23_PlH23_004011	Hhon_g09631.t1
Tadh_TriadG62077	TrH2_TrispH2_007551
Tadh_TriadG62077	Hhon_g09631.t1
Hhon_g06520.t1	TrH2_TrispH2_007874
Hhon_g06525.t1	Hhon_g06521.t1
Hhon_g06525.t1	TrH2_TrispH2_007874
Hhon_g09634.t1	Hhon_g06519.t1
Hhon_g09634.t1	Hhon_g06523.t1
Hhon_g09634.t1	TrH2_TrispH2_007874
Hhon_g06524.t1	Hhon_g06520.t1
Hhon_g06524.t1	Hhon_g06522.t1
Hhon_g06524.t1	TrH2_TrispH2_007874
HoiH23_PlH23_004012	Hhon_g06520.t1
HoiH23_PlH23_004012	Hhon_g06524.t1
HoiH23_PlH23_004012	TrH2_TrispH2_007874
HoiH23_PlH23_004012	Tadh_TriadG37642
HoiH23_PlH23_004012	Hhon_g09634.t1
HoiH23_PlH23_004012	Hhon_g06519.t1
HoiH23_PlH23_004012	Hhon_g06523.t1
Hhon_g06522.t1	Hhon_g06520.t1
Hhon_g06522.t1	TrH2_TrispH2_007874
Hhon_g06519.t1	TrH2_TrispH2_007874
Tadh_TriadG37642	Hhon_g06520.t1
Tadh_TriadG37642	Hhon_g06524.t1
Tadh_TriadG37642	Hhon_g06522.t1
Tadh_TriadG37642	Hhon_g06525.t1
Tadh_TriadG37642	Hhon_g09633.t1
Tadh_TriadG37642	Hhon_g06521.t1
Tadh_TriadG37642	Hhon_g09634.t1
Tadh_TriadG37642	Hhon_g06519.t1
Tadh_TriadG37642	Hhon_g06523.t1
Tadh_TriadG37642	TrH2_TrispH2_007874
Hhon_g09633.t1	Hhon_g06525.t1
Hhon_g09633.t1	Hhon_g06521.t1
Hhon_g09633.t1	TrH2_TrispH2_007874
Hhon_g06523.t1	Hhon_g06519.t1
Hhon_g06523.t1	TrH2_TrispH2_007874
Hhon_g06521.t1	TrH2_TrispH2_007874
Hhon_g06518.t1	TrH2_TrispH2_007553
Tadh_TriadG62079	Hhon_g06518.t1
Tadh_TriadG62079	TrH2_TrispH2_007553
HoiH23_PlH23_004013	Hhon_g06518.t1
HoiH23_PlH23_004013	Tadh_TriadG62079
HoiH23_PlH23_004013	TrH2_TrispH2_007553
Tadh_TriadG33521	TrH2_TrispH2_007554
Tadh_TriadG33521	Hhon_g06517.t1
Hhon_g06517.t1	TrH2_TrispH2_007554
HoiH23_PlH23_004014	Tadh_TriadG33521
HoiH23_PlH23_004014	TrH2_TrispH2_007554
HoiH23_PlH23_004014	Hhon_g06517.t1
HoiH23_PlH23_004016	Hhon_g06515.t1
HoiH23_PlH23_004016	Tadh_TriadG33563
HoiH23_PlH23_004016	TrH2_TrispH2_007556
Tadh_TriadG33563	TrH2_TrispH2_007556
Tadh_TriadG33563	Hhon_g06515.t1
Hhon_g06515.t1	TrH2_TrispH2_007556
Tadh_TriadG4322	TrH2_TrispH2_007557
Tadh_TriadG4322	Hhon_g06514.t1
HoiH23_PlH23_004017	Tadh_TriadG4322
HoiH23_PlH23_004017	TrH2_TrispH2_007557
HoiH23_PlH23_004017	Hhon_g06514.t1
Hhon_g06514.t1	TrH2_TrispH2_007557
HoiH23_PlH23_004018	TrH2_TrispH2_007558
HoiH23_PlH23_004018	Tadh_TriadG62084
HoiH23_PlH23_004018	Hhon_g06513.t1
Hhon_g06513.t1	TrH2_TrispH2_007558
Tadh_TriadG62084	TrH2_TrispH2_007558
Tadh_TriadG62084	Hhon_g06513.t1
HoiH23_PlH23_004020	TrH2_TrispH2_007560
HoiH23_PlH23_004020	Hhon_g06510.t1
HoiH23_PlH23_004020	Tadh_TriadG33494
Hhon_g06510.t1	TrH2_TrispH2_007560
Tadh_TriadG33494	TrH2_TrispH2_007560
Tadh_TriadG33494	Hhon_g06510.t1
Hhon_g06508.t1	TrH2_TrispH2_007563
HoiH23_PlH23_004023	Hhon_g06508.t1
HoiH23_PlH23_004023	TrH2_TrispH2_007563
HoiH23_PlH23_004023	Tadh_TriadG33578
Tadh_TriadG33578	Hhon_g06508.t1
Tadh_TriadG33578	TrH2_TrispH2_007563
HoiH23_PlH23_004024	Tadh_TriadG62089
HoiH23_PlH23_004024	Hhon_g06507.t1
HoiH23_PlH23_004024	TrH2_TrispH2_007564
Tadh_TriadG62089	TrH2_TrispH2_007564
Tadh_TriadG62089	Hhon_g06507.t1
Hhon_g06507.t1	TrH2_TrispH2_007564
Tadh_TriadG33541	TrH2_TrispH2_007565
Tadh_TriadG33541	Hhon_g06506.t1
HoiH23_PlH23_004025	TrH2_TrispH2_007565
HoiH23_PlH23_004025	Tadh_TriadG33541
HoiH23_PlH23_004025	Hhon_g06506.t1
Hhon_g06506.t1	TrH2_TrispH2_007565
Tadh_wf_g11840	TrH2_TrispH2_012228
Tadh_wf_g11840	Hhon_g06504.t1
Tadh_wf_g11840	Hhon_g06505.t1
Hhon_g06504.t1	TrH2_TrispH2_007398
Hhon_g06504.t1	TrH2_TrispH2_007400
Hhon_g06504.t1	TrH2_TrispH2_012228
Hhon_g06504.t1	TrH2_TrispH2_007566
Tadh_wf_g1485	Hhon_g06504.t1
Tadh_wf_g1485	Hhon_g06505.t1
Hhon_g06505.t1	TrH2_TrispH2_007398
Hhon_g06505.t1	TrH2_TrispH2_007400
Hhon_g06505.t1	TrH2_TrispH2_012228
Hhon_g06505.t1	Hhon_g06504.t1
Hhon_g06505.t1	TrH2_TrispH2_007566
HoiH23_PlH23_004026	Hhon_g06504.t1
HoiH23_PlH23_004026	Hhon_g06505.t1
HoiH23_PlH23_004026	TrH2_TrispH2_007566
HoiH23_PlH23_004026	Tadh_TriadG62091
Tadh_TriadG62091	Hhon_g06504.t1
Tadh_TriadG62091	Hhon_g06505.t1
Tadh_TriadG62091	TrH2_TrispH2_007566
HoiH23_PlH23_008268	Hhon_g01857.t1
HoiH23_PlH23_008268	TrH2_TrispH2_009724
HoiH23_PlH23_008268	Tadh_hyp_clust5993
Hhon_g01857.t1	TrH2_TrispH2_009724
Tadh_hyp_clust5993	Hhon_g01857.t1
Tadh_hyp_clust5993	TrH2_TrispH2_009724
Tadh_TriadG32638	TrH2_TrispH2_009723
Tadh_TriadG32638	Hhon_g01858.t1
Hhon_g01858.t1	TrH2_TrispH2_009723
HoiH23_PlH23_008269	Tadh_TriadG32638
HoiH23_PlH23_008269	TrH2_TrispH2_009723
HoiH23_PlH23_008269	Hhon_g01858.t1
Hhon_g01860.t1	TrH2_TrispH2_009720
HoiH23_PlH23_008271	Hhon_g01860.t1
HoiH23_PlH23_008271	TrH2_TrispH2_009720
HoiH23_PlH23_008271	Tadh_TriadG61592
Tadh_TriadG61592	Hhon_g01860.t1
Tadh_TriadG61592	TrH2_TrispH2_009720
Hhon_g01864.t1	Hhon_g01863.t1
Hhon_g01864.t1	TrH2_TrispH2_012102
Hhon_g01864.t1	TrH2_TrispH2_010274
Hhon_g01864.t1	TrH2_TrispH2_010272
Hhon_g01864.t1	TrH2_TrispH2_010273
Hhon_g01864.t1	TrH2_TrispH2_012101
Hhon_g01864.t1	TrH2_TrispH2_010276
Hhon_g01863.t1	TrH2_TrispH2_012102
Hhon_g01863.t1	TrH2_TrispH2_010274
Hhon_g01863.t1	TrH2_TrispH2_010272
Hhon_g01863.t1	TrH2_TrispH2_010273
Hhon_g01863.t1	TrH2_TrispH2_012101
Hhon_g01863.t1	TrH2_TrispH2_010276
Tadh_TriadG61577	Hhon_g01864.t1
Tadh_TriadG61577	Hhon_g01863.t1
Tadh_TriadG61577	Hhon_g01866.t1
Tadh_TriadG61573	Hhon_g01864.t1
Tadh_TriadG61573	Hhon_g01863.t1
Tadh_TriadG61573	Hhon_g01866.t1
Tadh_TriadG61576	Hhon_g01864.t1
Tadh_TriadG61576	Hhon_g01863.t1
Tadh_TriadG61576	Hhon_g01866.t1
Tadh_TriadG61576	TrH2_TrispH2_010273
HoiH23_PlH23_008277	Hhon_g01864.t1
HoiH23_PlH23_008277	Hhon_g01863.t1
HoiH23_PlH23_008277	Hhon_g01866.t1
HoiH23_PlH23_008277	TrH2_TrispH2_012102
HoiH23_PlH23_008277	Tadh_TriadG61577
HoiH23_PlH23_008277	TrH2_TrispH2_010274
HoiH23_PlH23_008277	Tadh_TriadG61576
HoiH23_PlH23_008277	TrH2_TrispH2_010272
HoiH23_PlH23_008277	TrH2_TrispH2_010273
HoiH23_PlH23_008277	Tadh_TriadG61578
HoiH23_PlH23_008277	Tadh_TriadG61575
HoiH23_PlH23_008277	Tadh_TriadG61573
HoiH23_PlH23_008277	Tadh_TriadG61579
HoiH23_PlH23_008277	TrH2_TrispH2_012101
HoiH23_PlH23_008277	TrH2_TrispH2_010276
Hhon_g01866.t1	Hhon_g01864.t1
Hhon_g01866.t1	Hhon_g01863.t1
Hhon_g01866.t1	TrH2_TrispH2_012102
Hhon_g01866.t1	TrH2_TrispH2_010274
Hhon_g01866.t1	TrH2_TrispH2_010272
Hhon_g01866.t1	TrH2_TrispH2_010273
Hhon_g01866.t1	TrH2_TrispH2_012101
Hhon_g01866.t1	TrH2_TrispH2_010276
Tadh_TriadG61579	Hhon_g01864.t1
Tadh_TriadG61579	Hhon_g01863.t1
Tadh_TriadG61579	Hhon_g01866.t1
Tadh_TriadG61578	Hhon_g01864.t1
Tadh_TriadG61578	Hhon_g01863.t1
Tadh_TriadG61578	Hhon_g01866.t1
Tadh_TriadG61578	TrH2_TrispH2_012101
Tadh_TriadG61575	Hhon_g01864.t1
Tadh_TriadG61575	Hhon_g01863.t1
Tadh_TriadG61575	Hhon_g01866.t1
Tadh_TriadG61575	TrH2_TrispH2_010274
HoiH23_PlH23_008276	TrH2_TrispH2_009711
HoiH23_PlH23_008276	Tadh_TriadG61581
HoiH23_PlH23_008276	Tadh_TriadG61574
HoiH23_PlH23_008276	Tadh_TriadG61580
HoiH23_PlH23_008276	TrH2_TrispH2_009710
HoiH23_PlH23_008276	TrH2_TrispH2_010275
HoiH23_PlH23_008276	Hhon_g01865.t1
HoiH23_PlH23_008276	Hhon_g01868.t1
Hhon_g01868.t1	TrH2_TrispH2_009711
Hhon_g01868.t1	TrH2_TrispH2_009710
Hhon_g01868.t1	TrH2_TrispH2_010275
Hhon_g01868.t1	Hhon_g01865.t1
Tadh_TriadG61574	TrH2_TrispH2_010275
Tadh_TriadG61574	Hhon_g01865.t1
Tadh_TriadG61574	Hhon_g01868.t1
Tadh_TriadG61580	Hhon_g01865.t1
Tadh_TriadG61580	Hhon_g01868.t1
Tadh_TriadG61580	TrH2_TrispH2_009710
Hhon_g01865.t1	TrH2_TrispH2_009711
Hhon_g01865.t1	TrH2_TrispH2_009710
Hhon_g01865.t1	TrH2_TrispH2_010275
Tadh_TriadG61581	TrH2_TrispH2_009711
Tadh_TriadG61581	Hhon_g01865.t1
Tadh_TriadG61581	Hhon_g01868.t1
Tadh_TriadG61571	TrH2_TrispH2_010278
Tadh_TriadG61570	TrH2_TrispH2_010279
Tadh_TriadG61572	TrH2_TrispH2_010277
Hhon_g08328.t1	TrH2_TrispH2_009922
Tadh_TriadG50060	TrH2_TrispH2_009922
Tadh_TriadG50060	Hhon_g08328.t1
Hhon_g03951.t1	TrH2_TrispH2_004065
Hhon_g03951.t1	TrH2_TrispH2_004064
Tadh_TriadG52699	TrH2_TrispH2_004065
Tadh_TriadG52699	Hhon_g03951.t1
HoiH23_PlH23_007907	Hhon_g03951.t1
HoiH23_PlH23_007907	TrH2_TrispH2_004065
HoiH23_PlH23_007907	Tadh_TriadG52699
HoiH23_PlH23_007907	Tadh_TriadG52698
HoiH23_PlH23_007907	TrH2_TrispH2_004064
HoiH23_PlH23_009913	TrH2_TrispH2_004065
HoiH23_PlH23_009913	Tadh_TriadG52699
HoiH23_PlH23_009913	Hhon_g03951.t1
Tadh_TriadG52698	Hhon_g03951.t1
Tadh_TriadG52698	TrH2_TrispH2_004064
Tadh_TriadG52697	TrH2_TrispH2_004063
Tadh_TriadG52697	Hhon_g03952.t1
HoiH23_PlH23_007908	Tadh_TriadG52697
HoiH23_PlH23_007908	TrH2_TrispH2_004063
HoiH23_PlH23_007908	Hhon_g03952.t1
Hhon_g03952.t1	TrH2_TrispH2_004063
Hhon_g03953.t1	TrH2_TrispH2_004062
HoiH23_PlH23_007909	Hhon_g03953.t1
HoiH23_PlH23_007909	TrH2_TrispH2_004062
HoiH23_PlH23_007909	Tadh_TriadG19810
Tadh_TriadG19810	Hhon_g03953.t1
Tadh_TriadG19810	TrH2_TrispH2_004062
Hhon_g03957.t1	TrH2_TrispH2_004058
HoiH23_PlH23_007912	Hhon_g03957.t1
HoiH23_PlH23_007912	Tadh_TriadG63211
HoiH23_PlH23_007912	TrH2_TrispH2_004058
Tadh_TriadG63211	Hhon_g03957.t1
Tadh_TriadG63211	TrH2_TrispH2_004058
Tadh_TriadG49822	TrH2_TrispH2_004059
Tadh_TriadG49822	Hhon_g03956.t1
Hhon_g03956.t1	TrH2_TrispH2_004059
Hhon_g03959.t1	TrH2_TrispH2_004056
HoiH23_PlH23_007913	TrH2_TrispH2_004057
HoiH23_PlH23_007913	Tadh_TriadG18944
HoiH23_PlH23_007913	Hhon_g03958.t1
Hhon_g03958.t1	TrH2_TrispH2_004057
Tadh_TriadG18944	TrH2_TrispH2_004057
Tadh_TriadG18944	Hhon_g03958.t1
HoiH23_PlH23_007914	Hhon_g03960.t1
HoiH23_PlH23_007914	Tadh_TriadG52690
HoiH23_PlH23_007914	TrH2_TrispH2_004055
Tadh_TriadG52690	Hhon_g03960.t1
Tadh_TriadG52690	TrH2_TrispH2_004055
Hhon_g03960.t1	TrH2_TrispH2_004055
Tadh_TriadG55153	TrH2_TrispH2_010723
Tadh_TriadG55153	Hhon_g07188.t1
HoiH23_PlH23_004391	Tadh_TriadG55153
HoiH23_PlH23_004391	TrH2_TrispH2_010723
HoiH23_PlH23_004391	Hhon_g07188.t1
Hhon_g07188.t1	TrH2_TrispH2_010723
Tadh_TriadG55152	TrH2_TrispH2_010722
Tadh_TriadG55152	Hhon_g07189.t1
HoiH23_PlH23_004392	TrH2_TrispH2_010722
HoiH23_PlH23_004392	Tadh_TriadG55152
HoiH23_PlH23_004392	Hhon_g07189.t1
Hhon_g07189.t1	TrH2_TrispH2_010722
Hhon_g07191.t1	TrH2_TrispH2_010720
Tadh_TriadG55150	Hhon_g07191.t1
Tadh_TriadG55150	TrH2_TrispH2_010720
HoiH23_PlH23_004393	Hhon_g07191.t1
HoiH23_PlH23_004393	TrH2_TrispH2_010720
HoiH23_PlH23_004393	Tadh_TriadG55150
Hhon_g07193.t1	TrH2_TrispH2_010254
HoiH23_PlH23_004395	Hhon_g07193.t1
HoiH23_PlH23_004395	TrH2_TrispH2_010254
HoiH23_PlH23_004395	Tadh_TriadG55148
Tadh_TriadG55148	Hhon_g07193.t1
Tadh_TriadG55148	TrH2_TrispH2_010254
HoiH23_PlH23_004400	TrH2_TrispH2_010249
HoiH23_PlH23_004400	Hhon_g07198.t1
HoiH23_PlH23_004400	Tadh_TriadG24346
Hhon_g07198.t1	TrH2_TrispH2_010249
Tadh_TriadG24346	Hhon_g07198.t1
Tadh_TriadG24346	TrH2_TrispH2_010249
Hhon_g07201.t1	TrH2_TrispH2_010246
HoiH23_PlH23_004403	TrH2_TrispH2_010246
HoiH23_PlH23_004403	Tadh_TriadG24046
HoiH23_PlH23_004403	Hhon_g07201.t1
Tadh_TriadG24046	TrH2_TrispH2_010246
Tadh_TriadG24046	Hhon_g07201.t1
HoiH23_PlH23_004404	TrH2_TrispH2_010245
HoiH23_PlH23_004404	Hhon_g07202.t1
HoiH23_PlH23_004404	Tadh_TriadG55139
Hhon_g07202.t1	TrH2_TrispH2_010245
Tadh_TriadG55139	TrH2_TrispH2_010245
Tadh_TriadG55139	Hhon_g07202.t1
Hhon_g07203.t1	TrH2_TrispH2_010244
Tadh_TriadG55138	Hhon_g07203.t1
Tadh_TriadG55138	TrH2_TrispH2_010244
HoiH23_PlH23_004405	Hhon_g07203.t1
HoiH23_PlH23_004405	Tadh_TriadG55138
HoiH23_PlH23_004405	TrH2_TrispH2_010244
Tadh_TriadG35761	TrH2_TrispH2_011098
Tadh_TriadG35761	Hhon_g07206.t1
Hhon_g07206.t1	TrH2_TrispH2_011098
HoiH23_PlH23_004409	Tadh_TriadG35761
HoiH23_PlH23_004409	TrH2_TrispH2_011098
HoiH23_PlH23_004409	Hhon_g07206.t1
HoiH23_PlH23_004410	Tadh_TriadG23944
HoiH23_PlH23_004410	TrH2_TrispH2_011099
HoiH23_PlH23_004410	Hhon_g07207.t1
Tadh_TriadG23944	TrH2_TrispH2_011099
Tadh_TriadG23944	Hhon_g07207.t1
Hhon_g07207.t1	TrH2_TrispH2_011099
Tadh_TriadG63810	TrH2_TrispH2_011100
Tadh_TriadG63810	Hhon_g07208.t1
HoiH23_PlH23_004411	Tadh_TriadG63810
HoiH23_PlH23_004411	TrH2_TrispH2_011100
HoiH23_PlH23_004411	Hhon_g07208.t1
Hhon_g07208.t1	TrH2_TrispH2_011100
Tadh_TriadG55132	Hhon_g07209.t1
HoiH23_PlH23_004412	TrH2_TrispH2_011101
HoiH23_PlH23_004412	Tadh_TriadG55132
HoiH23_PlH23_004412	Hhon_g07209.t1
HoiH23_PlH23_004412	Tadh_TriadG55133
Hhon_g07209.t1	TrH2_TrispH2_011101
