Cragig_G12931	Procro_g24553
Procro_g41957	Cragig_G34433
Procro_g3350	Cragig_G9140
Procro_g3350	Cragig_G28814
Procro_g3350	Cragig_G33589
Procro_g8623	Cragig_G9140
Procro_g8623	Cragig_G28814
Procro_g8623	Cragig_G33589
Procro_g41957	Cragig_G9140
Procro_g41957	Cragig_G28814
Procro_g41957	Cragig_G33589
Procro_g3350	Cragig_G33232
Procro_g3350	Cragig_G8495
Procro_g3350	Cragig_G31084
Procro_g8623	Cragig_G33232
Procro_g8623	Cragig_G8495
Procro_g8623	Cragig_G31084
Procro_g41957	Cragig_G33232
Procro_g41957	Cragig_G8495
Procro_g41957	Cragig_G31084
Procro_g3350	Cragig_G18136
Procro_g3350	Cragig_G21559
Procro_g8623	Cragig_G18136
Procro_g8623	Cragig_G21559
Procro_g41957	Cragig_G18136
Procro_g41957	Cragig_G21559
Procro_g3350	Cragig_G25892
Procro_g8623	Cragig_G25892
Procro_g41957	Cragig_G25892
Cragig_G34402	Procro_g42692
Cragig_G34402	Procro_g23540
Cragig_G25890	Procro_g23540
Cragig_G25890	Procro_g43302
Cragig_G25890	Procro_g2322
Cragig_G33196	Procro_g23540
Cragig_G33196	Procro_g23112
Cragig_G33196	Procro_g40806
Cragig_G18136	Procro_g31737
Cragig_G21559	Procro_g31737
Cragig_G18136	Procro_g42692
Cragig_G21559	Procro_g42692
Cragig_G9140	Procro_g43302
Cragig_G28814	Procro_g43302
Cragig_G33589	Procro_g43302
Cragig_G9140	Procro_g2322
Cragig_G28814	Procro_g2322
Cragig_G33589	Procro_g2322
Cragig_G9140	Procro_g23540
Cragig_G28814	Procro_g23540
Cragig_G33589	Procro_g23540
Cragig_G9140	Procro_g23112
Cragig_G9140	Procro_g40806
Cragig_G28814	Procro_g23112
Cragig_G28814	Procro_g40806
Cragig_G33589	Procro_g23112
Cragig_G33589	Procro_g40806
Cragig_G9140	Procro_g2903
Cragig_G28814	Procro_g2903
Cragig_G33589	Procro_g2903
Procro_g1520	Cragig_G18136
Procro_g1520	Cragig_G21559
Procro_g1520	Cragig_G12237
Procro_g1520	Cragig_G25892
Procro_g1520	Cragig_G33843
Procro_g1520	Cragig_G34352
Procro_g1520	Cragig_G34358
Procro_g1520	Cragig_G33962
Procro_g1520	Cragig_G34111
Procro_g1520	Cragig_G18691
Procro_g1520	Cragig_G33407
Procro_g1520	Cragig_G33578
Procro_g1520	Cragig_G20276
Procro_g1520	Cragig_G25587
Procro_g1520	Cragig_G33582
Procro_g1520	Cragig_G25456
Procro_g1520	Cragig_G25457
Procro_g1520	Cragig_G34290
Procro_g1520	Cragig_G33125
Cragig_G33844	Procro_g23540
Cragig_G33844	Procro_g2322
Cragig_G33844	Procro_g43302
Procro_g17783	Cragig_G12237
Procro_g17783	Cragig_G33407
Procro_g17783	Cragig_G33578
Procro_g17783	Cragig_G20276
Procro_g17783	Cragig_G25587
Procro_g17783	Cragig_G33582
Procro_g17783	Cragig_G25456
Procro_g17783	Cragig_G25457
Procro_g17783	Cragig_G34290
Procro_g17783	Cragig_G33125
Procro_g17783	Cragig_G34352
Procro_g17783	Cragig_G34358
Procro_g17783	Cragig_G33843
Procro_g17783	Cragig_G9140
Procro_g17783	Cragig_G28814
Procro_g17783	Cragig_G33589
Procro_g17783	Cragig_G25301
Procro_g17783	Cragig_G33517
Procro_g17783	Cragig_G25890
Procro_g17783	Cragig_G33962
Procro_g17783	Cragig_G34111
Procro_g17783	Cragig_G18691
Procro_g17783	Cragig_G33232
Procro_g17783	Cragig_G8495
Procro_g17783	Cragig_G31084
Procro_g17783	Cragig_G33858
Procro_g17783	Cragig_G18136
Procro_g17783	Cragig_G21559
Procro_g17783	Cragig_G25892
Procro_g17783	Cragig_G33844
Procro_g17783	Cragig_G34402
Cragig_G25301	Procro_g23540
Cragig_G33517	Procro_g23540
Cragig_G25301	Procro_g2322
Cragig_G33517	Procro_g2322
Cragig_G25301	Procro_g43302
Cragig_G33517	Procro_g43302
Cragig_G25301	Procro_g23112
Cragig_G25301	Procro_g40806
Cragig_G33517	Procro_g23112
Cragig_G33517	Procro_g40806
Cragig_G25301	Procro_g27611
Cragig_G33517	Procro_g27611
Cragig_G25301	Procro_g2903
Cragig_G33517	Procro_g2903
Procro_g14247	Cragig_G9140
Procro_g14247	Cragig_G28814
Procro_g14247	Cragig_G33589
Procro_g14247	Cragig_G33962
Procro_g14247	Cragig_G34111
Procro_g14247	Cragig_G18691
Procro_g14247	Cragig_G33407
Procro_g14247	Cragig_G33578
Procro_g14247	Cragig_G20276
Procro_g14247	Cragig_G25587
Procro_g14247	Cragig_G33582
Procro_g14247	Cragig_G25456
Procro_g14247	Cragig_G25457
Procro_g14247	Cragig_G34290
Procro_g14247	Cragig_G33125
Procro_g14247	Cragig_G12237
Procro_g14247	Cragig_G34352
Procro_g14247	Cragig_G34358
Procro_g14247	Cragig_G33843
Procro_g14247	Cragig_G25301
Procro_g14247	Cragig_G33517
Procro_g14247	Cragig_G25890
Procro_g14247	Cragig_G33196
Procro_g14247	Cragig_G33232
Procro_g14247	Cragig_G8495
Procro_g14247	Cragig_G31084
Procro_g14247	Cragig_G34433
Procro_g14247	Cragig_G33106
Procro_g14247	Cragig_G25892
Procro_g14247	Cragig_G33844
Procro_g14247	Cragig_G34402
Cragig_G15690	Procro_g23540
Cragig_G12237	Procro_g2322
Cragig_G12237	Procro_g23540
Cragig_G12237	Procro_g23112
Cragig_G12237	Procro_g40806
Cragig_G12237	Procro_g2903
Cragig_G33407	Procro_g43302
Cragig_G33578	Procro_g43302
Cragig_G20276	Procro_g43302
Cragig_G25587	Procro_g43302
Cragig_G33582	Procro_g43302
Cragig_G25456	Procro_g43302
Cragig_G25457	Procro_g43302
Cragig_G34290	Procro_g43302
Cragig_G33125	Procro_g43302
Cragig_G33407	Procro_g2322
Cragig_G33578	Procro_g2322
Cragig_G20276	Procro_g2322
Cragig_G25587	Procro_g2322
Cragig_G33582	Procro_g2322
Cragig_G25456	Procro_g2322
Cragig_G25457	Procro_g2322
Cragig_G34290	Procro_g2322
Cragig_G33125	Procro_g2322
Cragig_G33407	Procro_g23540
Cragig_G33578	Procro_g23540
Cragig_G20276	Procro_g23540
Cragig_G25587	Procro_g23540
Cragig_G33582	Procro_g23540
Cragig_G25456	Procro_g23540
Cragig_G25457	Procro_g23540
Cragig_G34290	Procro_g23540
Cragig_G33125	Procro_g23540
Cragig_G33407	Procro_g23112
Cragig_G33407	Procro_g40806
Cragig_G33578	Procro_g23112
Cragig_G33578	Procro_g40806
Cragig_G20276	Procro_g23112
Cragig_G20276	Procro_g40806
Cragig_G25587	Procro_g23112
Cragig_G25587	Procro_g40806
Cragig_G33582	Procro_g23112
Cragig_G33582	Procro_g40806
Cragig_G25456	Procro_g23112
Cragig_G25456	Procro_g40806
Cragig_G25457	Procro_g23112
Cragig_G25457	Procro_g40806
Cragig_G34290	Procro_g23112
Cragig_G34290	Procro_g40806
Cragig_G33125	Procro_g23112
Cragig_G33125	Procro_g40806
Cragig_G33407	Procro_g42692
Cragig_G33578	Procro_g42692
Cragig_G20276	Procro_g42692
Cragig_G25587	Procro_g42692
Cragig_G33582	Procro_g42692
Cragig_G25456	Procro_g42692
Cragig_G25457	Procro_g42692
Cragig_G34290	Procro_g42692
Cragig_G33125	Procro_g42692
Cragig_G33407	Procro_g2903
Cragig_G33578	Procro_g2903
Cragig_G20276	Procro_g2903
Cragig_G25587	Procro_g2903
Cragig_G33582	Procro_g2903
Cragig_G25456	Procro_g2903
Cragig_G25457	Procro_g2903
Cragig_G34290	Procro_g2903
Cragig_G33125	Procro_g2903
Cragig_G25892	Procro_g43302
Cragig_G25892	Procro_g2322
Cragig_G25892	Procro_g23112
Cragig_G25892	Procro_g40806
Cragig_G25892	Procro_g23540
Cragig_G25892	Procro_g2903
Cragig_G34352	Procro_g23540
Cragig_G34358	Procro_g23540
Cragig_G34352	Procro_g2322
Cragig_G34358	Procro_g2322
Cragig_G34352	Procro_g43302
Cragig_G34358	Procro_g43302
Cragig_G34352	Procro_g23112
Cragig_G34352	Procro_g40806
Cragig_G34358	Procro_g23112
Cragig_G34358	Procro_g40806
Cragig_G34352	Procro_g2903
Cragig_G34358	Procro_g2903
Cragig_G34352	Procro_g42692
Cragig_G34358	Procro_g42692
Procro_g7126	Cragig_G33858
Procro_g7126	Cragig_G25890
Procro_g7126	Cragig_G34352
Procro_g7126	Cragig_G34358
Procro_g7126	Cragig_G33843
Procro_g7126	Cragig_G25301
Procro_g7126	Cragig_G33517
Procro_g7126	Cragig_G9140
Procro_g7126	Cragig_G28814
Procro_g7126	Cragig_G33589
Procro_g7126	Cragig_G33962
Procro_g7126	Cragig_G34111
Procro_g7126	Cragig_G18691
Procro_g7126	Cragig_G33407
Procro_g7126	Cragig_G33578
Procro_g7126	Cragig_G20276
Procro_g7126	Cragig_G25587
Procro_g7126	Cragig_G33582
Procro_g7126	Cragig_G25456
Procro_g7126	Cragig_G25457
Procro_g7126	Cragig_G34290
Procro_g7126	Cragig_G33125
Procro_g7126	Cragig_G12237
Procro_g7126	Cragig_G33232
Procro_g7126	Cragig_G8495
Procro_g7126	Cragig_G31084
Procro_g7126	Cragig_G33196
Procro_g7126	Cragig_G25892
Procro_g7126	Cragig_G33844
Procro_g7126	Cragig_G34402
Cragig_G30122	Procro_g42162
Cragig_G9175	Procro_g42162
Cragig_G9176	Procro_g42162
Cragig_G27113	Procro_g42392
Cragig_G20836	Procro_g2347
Cragig_G20836	Procro_g2348
Cragig_G20836	Procro_g2349
Cragig_G11468	Procro_g30801
Cragig_G11468	Procro_g42520
Procro_g10528	Cragig_G18773
Cragig_G18773	Procro_g251
Cragig_G30262	Procro_g4091
Cragig_G24250	Procro_g21897
Cragig_G24250	Procro_g21899
Cragig_G26898	Procro_g32578
Procro_g5502	Cragig_G3227
Cragig_G3227	Procro_g112
Cragig_G30531	Procro_g40302
Cragig_G30531	Procro_g12839
Cragig_G6544	Procro_g3103
Cragig_G6544	Procro_g37456
Cragig_G1358	Procro_g36308
Procro_g18435	Cragig_G22513
Cragig_G16513	Procro_g23754
Cragig_G16917	Procro_g33642
Cragig_G1573	Procro_g32082
Cragig_G761	Procro_g36905
Procro_g18676	Cragig_G9209
Procro_g18676	Cragig_G9143
Cragig_G34998	Procro_g4046
Cragig_G14239	Procro_g37869
Cragig_G20847	Procro_g40594
Procro_g10835	Cragig_G22281
Cragig_G30047	Procro_g36489
Cragig_G30017	Procro_g36489
Cragig_G9967	Procro_g23298
Cragig_G9967	Procro_g37977
Cragig_G9967	Procro_g28070
Cragig_G20523	Procro_g36144
Cragig_G20526	Procro_g36144
Cragig_G1899	Procro_g38906
Cragig_G1899	Procro_g28242
Cragig_G17997	Procro_g3519
Procro_g1492	Cragig_G4634
Procro_g2460	Cragig_G16477
Procro_g33211	Cragig_G16477
Procro_g3235	Cragig_G16477
Procro_g29011	Cragig_G16477
Procro_g27256	Cragig_G16477
Procro_g37855	Cragig_G16477
Procro_g38392	Cragig_G16477
Procro_g31117	Cragig_G16477
Procro_g6670	Cragig_G16477
Procro_g25376	Cragig_G16477
Procro_g35902	Cragig_G16477
Procro_g21133	Cragig_G16477
Procro_g23530	Cragig_G16477
Procro_g11955	Cragig_G16477
Procro_g15152	Cragig_G16477
Procro_g2460	Cragig_G16034
Procro_g2460	Cragig_G16036
Procro_g33211	Cragig_G16034
Procro_g33211	Cragig_G16036
Procro_g3235	Cragig_G16034
Procro_g3235	Cragig_G16036
Procro_g29011	Cragig_G16034
Procro_g29011	Cragig_G16036
Procro_g27256	Cragig_G16034
Procro_g27256	Cragig_G16036
Procro_g37855	Cragig_G16034
Procro_g37855	Cragig_G16036
Procro_g38392	Cragig_G16034
Procro_g38392	Cragig_G16036
Procro_g31117	Cragig_G16034
Procro_g31117	Cragig_G16036
Procro_g6670	Cragig_G16034
Procro_g6670	Cragig_G16036
Procro_g25376	Cragig_G16034
Procro_g25376	Cragig_G16036
Procro_g35902	Cragig_G16034
Procro_g35902	Cragig_G16036
Procro_g21133	Cragig_G16034
Procro_g21133	Cragig_G16036
Procro_g23530	Cragig_G16034
Procro_g23530	Cragig_G16036
Procro_g11955	Cragig_G16034
Procro_g11955	Cragig_G16036
Procro_g15152	Cragig_G16034
Procro_g15152	Cragig_G16036
Procro_g2460	Cragig_G15343
Procro_g2460	Cragig_G15344
Procro_g33211	Cragig_G15343
Procro_g33211	Cragig_G15344
Procro_g3235	Cragig_G15343
Procro_g3235	Cragig_G15344
Procro_g29011	Cragig_G15343
Procro_g29011	Cragig_G15344
Procro_g27256	Cragig_G15343
Procro_g27256	Cragig_G15344
Procro_g37855	Cragig_G15343
Procro_g37855	Cragig_G15344
Procro_g38392	Cragig_G15343
Procro_g38392	Cragig_G15344
Procro_g31117	Cragig_G15343
Procro_g31117	Cragig_G15344
Procro_g6670	Cragig_G15343
Procro_g6670	Cragig_G15344
Procro_g25376	Cragig_G15343
Procro_g25376	Cragig_G15344
Procro_g35902	Cragig_G15343
Procro_g35902	Cragig_G15344
Procro_g21133	Cragig_G15343
Procro_g21133	Cragig_G15344
Procro_g23530	Cragig_G15343
Procro_g23530	Cragig_G15344
Procro_g11955	Cragig_G15343
Procro_g11955	Cragig_G15344
Procro_g15152	Cragig_G15343
Procro_g15152	Cragig_G15344
Procro_g2460	Cragig_G10904
Procro_g33211	Cragig_G10904
Procro_g3235	Cragig_G10904
Procro_g29011	Cragig_G10904
Procro_g27256	Cragig_G10904
Procro_g37855	Cragig_G10904
Procro_g38392	Cragig_G10904
Procro_g31117	Cragig_G10904
Procro_g6670	Cragig_G10904
Procro_g25376	Cragig_G10904
Procro_g35902	Cragig_G10904
Procro_g21133	Cragig_G10904
Procro_g23530	Cragig_G10904
Procro_g11955	Cragig_G10904
Procro_g15152	Cragig_G10904
Procro_g2460	Cragig_G15342
Procro_g33211	Cragig_G15342
Procro_g3235	Cragig_G15342
Procro_g29011	Cragig_G15342
Procro_g27256	Cragig_G15342
Procro_g37855	Cragig_G15342
Procro_g38392	Cragig_G15342
Procro_g31117	Cragig_G15342
Procro_g6670	Cragig_G15342
Procro_g25376	Cragig_G15342
Procro_g35902	Cragig_G15342
Procro_g21133	Cragig_G15342
Procro_g23530	Cragig_G15342
Procro_g11955	Cragig_G15342
Procro_g15152	Cragig_G15342
Procro_g2460	Cragig_G15353
Procro_g33211	Cragig_G15353
Procro_g3235	Cragig_G15353
Procro_g29011	Cragig_G15353
Procro_g27256	Cragig_G15353
Procro_g37855	Cragig_G15353
Procro_g38392	Cragig_G15353
Procro_g31117	Cragig_G15353
Procro_g6670	Cragig_G15353
Procro_g25376	Cragig_G15353
Procro_g35902	Cragig_G15353
Procro_g21133	Cragig_G15353
Procro_g23530	Cragig_G15353
Procro_g11955	Cragig_G15353
Procro_g15152	Cragig_G15353
Procro_g2460	Cragig_G16426
Procro_g33211	Cragig_G16426
Procro_g3235	Cragig_G16426
Procro_g29011	Cragig_G16426
Procro_g27256	Cragig_G16426
Procro_g37855	Cragig_G16426
Procro_g38392	Cragig_G16426
Procro_g31117	Cragig_G16426
Procro_g6670	Cragig_G16426
Procro_g25376	Cragig_G16426
Procro_g35902	Cragig_G16426
Procro_g21133	Cragig_G16426
Procro_g23530	Cragig_G16426
Procro_g11955	Cragig_G16426
Procro_g15152	Cragig_G16426
Procro_g2460	Cragig_G16425
Procro_g33211	Cragig_G16425
Procro_g3235	Cragig_G16425
Procro_g29011	Cragig_G16425
Procro_g27256	Cragig_G16425
Procro_g37855	Cragig_G16425
Procro_g38392	Cragig_G16425
Procro_g31117	Cragig_G16425
Procro_g6670	Cragig_G16425
Procro_g25376	Cragig_G16425
Procro_g35902	Cragig_G16425
Procro_g21133	Cragig_G16425
Procro_g23530	Cragig_G16425
Procro_g11955	Cragig_G16425
Procro_g15152	Cragig_G16425
Procro_g2460	Cragig_G23901
Procro_g33211	Cragig_G23901
Procro_g3235	Cragig_G23901
Procro_g29011	Cragig_G23901
Procro_g27256	Cragig_G23901
Procro_g37855	Cragig_G23901
Procro_g38392	Cragig_G23901
Procro_g31117	Cragig_G23901
Procro_g6670	Cragig_G23901
Procro_g25376	Cragig_G23901
Procro_g35902	Cragig_G23901
Procro_g21133	Cragig_G23901
Procro_g23530	Cragig_G23901
Procro_g11955	Cragig_G23901
Procro_g15152	Cragig_G23901
Cragig_G14524	Procro_g39794
Cragig_G14524	Procro_g34524
Cragig_G14524	Procro_g36956
Cragig_G14524	Procro_g36963
Cragig_G14524	Procro_g36958
Cragig_G11769	Procro_g36956
Cragig_G11769	Procro_g36963
Cragig_G11769	Procro_g36958
Cragig_G11769	Procro_g39794
Cragig_G11769	Procro_g34524
Cragig_G35034	Procro_g39794
Cragig_G35034	Procro_g34524
Cragig_G26347	Procro_g3804
Cragig_G26347	Procro_g3803
Cragig_G13270	Procro_g31222
Cragig_G13270	Procro_g2428
Procro_g14441	Cragig_G25140
Procro_g17626	Cragig_G11197
Procro_g7045	Cragig_G13381
Procro_g18516	Cragig_G1829
Procro_g18515	Cragig_G1829
Cragig_G20969	Procro_g12196
Cragig_G20969	Procro_g12197
Cragig_G20969	Procro_g4330
Procro_g15311	Cragig_G20969
Procro_g15312	Cragig_G20969
Procro_g15311	Cragig_G20965
Procro_g15312	Cragig_G20965
Procro_g15311	Cragig_G35221
Procro_g15312	Cragig_G35221
Cragig_G20965	Procro_g12196
Cragig_G20965	Procro_g12197
Cragig_G20965	Procro_g4330
Cragig_G35221	Procro_g12196
Cragig_G35221	Procro_g12197
Cragig_G35221	Procro_g4330
Procro_g34407	Cragig_G20969
Procro_g7918	Cragig_G20969
Procro_g34407	Cragig_G20965
Procro_g7918	Cragig_G20965
Procro_g34407	Cragig_G35221
Procro_g7918	Cragig_G35221
Cragig_G18375	Procro_g41817
Cragig_G17785	Procro_g33001
Procro_g5288	Cragig_G27599
Procro_g9356	Cragig_G10632
Procro_g8887	Cragig_G26758
Cragig_G22573	Procro_g42619
Cragig_G1789	Procro_g27729
Cragig_G1789	Procro_g27731
Cragig_G1789	Procro_g42619
Cragig_G3435	Procro_g42619
Cragig_G2772	Procro_g42619
Cragig_G6154	Procro_g42619
Cragig_G13399	Procro_g33304
Procro_g10372	Cragig_G13223
Procro_g10371	Cragig_G13223
Cragig_G13223	Procro_g32318
Cragig_G13223	Procro_g32317
Cragig_G28104	Procro_g24624
Cragig_G28104	Procro_g41521
Procro_g15404	Cragig_G28104
Cragig_G3281	Procro_g24624
Cragig_G22393	Procro_g22450
Cragig_G34901	Procro_g2967
Cragig_G17801	Procro_g2967
Cragig_G6700	Procro_g2967
Cragig_G32224	Procro_g22450
Procro_g1501	Cragig_G12578
Procro_g1501	Cragig_G32226
Procro_g1501	Cragig_G32227
Procro_g1501	Cragig_G32228
Procro_g1501	Cragig_G32229
Procro_g1501	Cragig_G12582
Procro_g1501	Cragig_G12584
Procro_g1501	Cragig_G12585
Cragig_G32223	Procro_g22450
Cragig_G17802	Procro_g2967
Cragig_G32226	Procro_g22450
Cragig_G32227	Procro_g22450
Cragig_G32228	Procro_g22450
Cragig_G32229	Procro_g22450
Cragig_G17800	Procro_g2967
Cragig_G32222	Procro_g22450
Cragig_G5749	Procro_g2967
Cragig_G5750	Procro_g2967
Cragig_G5751	Procro_g2967
Cragig_G5752	Procro_g2967
Cragig_G3852	Procro_g41118
Procro_g15552	Cragig_G16619
Procro_g15413	Cragig_G28009
Procro_g38837	Cragig_G28009
Procro_g15413	Cragig_G26106
Procro_g38837	Cragig_G26106
Procro_g185	Cragig_G33051
Procro_g185	Cragig_G34461
Procro_g185	Cragig_G33332
Procro_g185	Cragig_G9490
Procro_g185	Cragig_G33092
Procro_g185	Cragig_G34002
Procro_g185	Cragig_G8141
Procro_g185	Cragig_G34134
Procro_g185	Cragig_G33914
Procro_g185	Cragig_G32826
Cragig_G34002	Procro_g42441
Cragig_G34002	Procro_g34763
Cragig_G34002	Procro_g13376
Cragig_G34002	Procro_g11954
Cragig_G34002	Procro_g24819
Cragig_G34002	Procro_g24899
Cragig_G34002	Procro_g2897
Cragig_G34002	Procro_g35192
Cragig_G34002	Procro_g3116
Cragig_G34002	Procro_g5262
Cragig_G34002	Procro_g13104
Cragig_G34002	Procro_g37237
Cragig_G34002	Procro_g31079
Cragig_G34002	Procro_g31034
Cragig_G34002	Procro_g42602
Cragig_G34002	Procro_g43206
Cragig_G34002	Procro_g30753
Cragig_G34002	Procro_g22876
Cragig_G34002	Procro_g31788
Cragig_G34002	Procro_g30085
Cragig_G34002	Procro_g31764
Cragig_G34002	Procro_g30739
Cragig_G34002	Procro_g29603
Cragig_G34002	Procro_g19707
Cragig_G34002	Procro_g29066
Cragig_G34002	Procro_g19378
Cragig_G34002	Procro_g28280
Cragig_G34002	Procro_g11879
Cragig_G34002	Procro_g37616
Cragig_G34002	Procro_g34511
Cragig_G34002	Procro_g12586
Cragig_G34002	Procro_g19992
Cragig_G34002	Procro_g27235
Cragig_G21129	Procro_g24899
Cragig_G21129	Procro_g24819
Cragig_G21129	Procro_g42602
Cragig_G21129	Procro_g11879
Cragig_G21129	Procro_g12586
Cragig_G21129	Procro_g19992
Cragig_G21129	Procro_g31034
Cragig_G21129	Procro_g34511
Cragig_G21129	Procro_g29603
Cragig_G21129	Procro_g37237
Procro_g16798	Cragig_G33051
Procro_g16798	Cragig_G34461
Procro_g16798	Cragig_G33332
Procro_g16798	Cragig_G9490
Procro_g16798	Cragig_G33092
Procro_g16798	Cragig_G34002
Procro_g16798	Cragig_G8141
Procro_g16798	Cragig_G34134
Procro_g16798	Cragig_G33914
Procro_g14007	Cragig_G34134
Procro_g14007	Cragig_G33914
Procro_g14007	Cragig_G33051
Procro_g14007	Cragig_G33092
Procro_g14007	Cragig_G34461
Procro_g14007	Cragig_G33332
Procro_g14007	Cragig_G9490
Procro_g14007	Cragig_G34002
Procro_g14007	Cragig_G8141
Cragig_G33092	Procro_g42441
Cragig_G33092	Procro_g34763
Cragig_G33092	Procro_g13376
Cragig_G33092	Procro_g11954
Cragig_G33092	Procro_g24819
Cragig_G33092	Procro_g24899
Cragig_G33092	Procro_g2897
Cragig_G33092	Procro_g35192
Cragig_G33092	Procro_g3116
Cragig_G33092	Procro_g5262
Cragig_G33092	Procro_g13104
Cragig_G33092	Procro_g37237
Cragig_G33092	Procro_g31079
Cragig_G33092	Procro_g31034
Cragig_G33092	Procro_g42602
Cragig_G33092	Procro_g43206
Cragig_G33092	Procro_g30753
Cragig_G33092	Procro_g22876
Cragig_G33092	Procro_g31788
Cragig_G33092	Procro_g30085
Cragig_G33092	Procro_g31764
Cragig_G33092	Procro_g30739
Cragig_G33092	Procro_g29603
Cragig_G33092	Procro_g19707
Cragig_G33092	Procro_g29066
Cragig_G33092	Procro_g19378
Cragig_G33092	Procro_g28280
Cragig_G33092	Procro_g11879
Cragig_G33092	Procro_g34511
Cragig_G33092	Procro_g12586
Cragig_G33092	Procro_g19992
Cragig_G33092	Procro_g27235
Cragig_G34134	Procro_g42441
Cragig_G33914	Procro_g42441
Cragig_G34134	Procro_g34763
Cragig_G33914	Procro_g34763
Cragig_G34134	Procro_g13376
Cragig_G33914	Procro_g13376
Cragig_G34134	Procro_g11954
Cragig_G33914	Procro_g11954
Cragig_G34134	Procro_g24819
Cragig_G33914	Procro_g24819
Cragig_G34134	Procro_g24899
Cragig_G33914	Procro_g24899
Cragig_G34134	Procro_g2897
Cragig_G33914	Procro_g2897
Cragig_G34134	Procro_g35192
Cragig_G33914	Procro_g35192
Cragig_G34134	Procro_g3116
Cragig_G33914	Procro_g3116
Cragig_G34134	Procro_g5262
Cragig_G33914	Procro_g5262
Cragig_G34134	Procro_g13104
Cragig_G33914	Procro_g13104
Cragig_G34134	Procro_g37237
Cragig_G33914	Procro_g37237
Cragig_G34134	Procro_g31079
Cragig_G33914	Procro_g31079
Cragig_G34134	Procro_g31034
Cragig_G33914	Procro_g31034
Cragig_G34134	Procro_g42602
Cragig_G33914	Procro_g42602
Cragig_G34134	Procro_g43206
Cragig_G33914	Procro_g43206
Cragig_G34134	Procro_g30753
Cragig_G33914	Procro_g30753
Cragig_G34134	Procro_g22876
Cragig_G33914	Procro_g22876
Cragig_G34134	Procro_g31788
Cragig_G34134	Procro_g30085
Cragig_G33914	Procro_g31788
Cragig_G33914	Procro_g30085
Cragig_G34134	Procro_g31764
Cragig_G33914	Procro_g31764
Cragig_G34134	Procro_g30739
Cragig_G33914	Procro_g30739
Cragig_G34134	Procro_g29603
Cragig_G33914	Procro_g29603
Cragig_G34134	Procro_g19707
Cragig_G33914	Procro_g19707
Cragig_G34134	Procro_g29066
Cragig_G33914	Procro_g29066
Cragig_G34134	Procro_g19378
Cragig_G33914	Procro_g19378
Cragig_G34134	Procro_g28280
Cragig_G33914	Procro_g28280
Cragig_G34134	Procro_g11879
Cragig_G33914	Procro_g11879
Cragig_G34134	Procro_g34511
Cragig_G33914	Procro_g34511
Cragig_G34134	Procro_g12586
Cragig_G33914	Procro_g12586
Cragig_G34134	Procro_g19992
Cragig_G33914	Procro_g19992
Cragig_G34134	Procro_g27235
Cragig_G33914	Procro_g27235
Procro_g6340	Cragig_G34461
Procro_g6340	Cragig_G33332
Procro_g6340	Cragig_G9490
Procro_g6340	Cragig_G34002
Procro_g6340	Cragig_G21129
Procro_g5713	Cragig_G33051
Procro_g5713	Cragig_G34461
Procro_g5713	Cragig_G33332
Procro_g5713	Cragig_G9490
Procro_g5713	Cragig_G33092
Procro_g5713	Cragig_G34002
Procro_g5713	Cragig_G34134
Procro_g5713	Cragig_G33914
Procro_g5713	Cragig_G32826
Cragig_G33051	Procro_g42441
Cragig_G33051	Procro_g34763
Cragig_G33051	Procro_g13376
Cragig_G33051	Procro_g11954
Cragig_G33051	Procro_g24819
Cragig_G33051	Procro_g13104
Cragig_G33051	Procro_g24899
Cragig_G33051	Procro_g35192
Cragig_G33051	Procro_g37237
Cragig_G33051	Procro_g31079
Cragig_G33051	Procro_g31034
Cragig_G33051	Procro_g42602
Cragig_G33051	Procro_g2897
Cragig_G33051	Procro_g43206
Cragig_G33051	Procro_g30753
Cragig_G33051	Procro_g22876
Cragig_G33051	Procro_g31788
Cragig_G33051	Procro_g30085
Cragig_G33051	Procro_g31764
Cragig_G33051	Procro_g30739
Cragig_G33051	Procro_g3116
Cragig_G33051	Procro_g29603
Cragig_G33051	Procro_g19707
Cragig_G33051	Procro_g29066
Cragig_G33051	Procro_g19378
Cragig_G33051	Procro_g28280
Cragig_G33051	Procro_g37616
Cragig_G33051	Procro_g34511
Cragig_G33051	Procro_g27235
Cragig_G33051	Procro_g5262
Cragig_G33051	Procro_g12586
Cragig_G33051	Procro_g11879
Cragig_G33051	Procro_g19992
Cragig_G8141	Procro_g42441
Cragig_G8141	Procro_g34763
Cragig_G8141	Procro_g13376
Cragig_G8141	Procro_g11954
Cragig_G8141	Procro_g24819
Cragig_G8141	Procro_g24899
Cragig_G8141	Procro_g2897
Cragig_G8141	Procro_g35192
Cragig_G8141	Procro_g3116
Cragig_G8141	Procro_g5262
Cragig_G8141	Procro_g13104
Cragig_G8141	Procro_g37237
Cragig_G8141	Procro_g31079
Cragig_G8141	Procro_g31034
Cragig_G8141	Procro_g42602
Cragig_G8141	Procro_g43206
Cragig_G8141	Procro_g30753
Cragig_G8141	Procro_g22876
Cragig_G8141	Procro_g31788
Cragig_G8141	Procro_g30085
Cragig_G8141	Procro_g31764
Cragig_G8141	Procro_g30739
Cragig_G8141	Procro_g29603
Cragig_G8141	Procro_g19707
Cragig_G8141	Procro_g29066
Cragig_G8141	Procro_g19378
Cragig_G8141	Procro_g5713
Cragig_G8141	Procro_g28280
Cragig_G8141	Procro_g34511
Cragig_G8141	Procro_g19992
Cragig_G8141	Procro_g27235
